,4_dry_to_wet_ensemble_mean,4_dry_to_wet_ensemble_1,4_dry_to_wet_ensemble_2,4_dry_to_wet_ensemble_3,4_dry_to_wet_ensemble_4,4_dry_to_wet_ensemble_5,4_dry_to_wet_ERA5,4_dry_to_wet_MERRA2,4_dry_to_wet_JRA-55,4_dry_to_wet_CHIRPS,4_dry_to_wet_GPCC,4_dry_to_wet_REGEN_LongTermStns,4_wet_to_dry_ensemble_mean,4_wet_to_dry_ensemble_1,4_wet_to_dry_ensemble_2,4_wet_to_dry_ensemble_3,4_wet_to_dry_ensemble_4,4_wet_to_dry_ensemble_5,4_wet_to_dry_ERA5,4_wet_to_dry_MERRA2,4_wet_to_dry_JRA-55,4_wet_to_dry_CHIRPS,4_wet_to_dry_GPCC,4_wet_to_dry_REGEN_LongTermStns,5_dry_to_wet_ensemble_mean,5_dry_to_wet_ensemble_1,5_dry_to_wet_ensemble_2,5_dry_to_wet_ensemble_3,5_dry_to_wet_ensemble_4,5_dry_to_wet_ensemble_5,5_dry_to_wet_ERA5,5_dry_to_wet_MERRA2,5_dry_to_wet_JRA-55,5_dry_to_wet_CHIRPS,5_dry_to_wet_GPCC,5_dry_to_wet_REGEN_LongTermStns,5_wet_to_dry_ensemble_mean,5_wet_to_dry_ensemble_1,5_wet_to_dry_ensemble_2,5_wet_to_dry_ensemble_3,5_wet_to_dry_ensemble_4,5_wet_to_dry_ensemble_5,5_wet_to_dry_ERA5,5_wet_to_dry_MERRA2,5_wet_to_dry_JRA-55,5_wet_to_dry_CHIRPS,5_wet_to_dry_GPCC,5_wet_to_dry_REGEN_LongTermStns,1_dry_to_wet_ensemble_mean,1_dry_to_wet_ensemble_1,1_dry_to_wet_ensemble_2,1_dry_to_wet_ensemble_3,1_dry_to_wet_ensemble_4,1_dry_to_wet_ensemble_5,1_dry_to_wet_ERA5,1_dry_to_wet_MERRA2,1_dry_to_wet_JRA-55,1_dry_to_wet_CHIRPS,1_dry_to_wet_GPCC,1_dry_to_wet_REGEN_LongTermStns,1_wet_to_dry_ensemble_mean,1_wet_to_dry_ensemble_1,1_wet_to_dry_ensemble_2,1_wet_to_dry_ensemble_3,1_wet_to_dry_ensemble_4,1_wet_to_dry_ensemble_5,1_wet_to_dry_ERA5,1_wet_to_dry_MERRA2,1_wet_to_dry_JRA-55,1_wet_to_dry_CHIRPS,1_wet_to_dry_GPCC,1_wet_to_dry_REGEN_LongTermStns,6_dry_to_wet_ensemble_mean,6_dry_to_wet_ensemble_1,6_dry_to_wet_ensemble_2,6_dry_to_wet_ensemble_3,6_dry_to_wet_ensemble_4,6_dry_to_wet_ensemble_5,6_dry_to_wet_ERA5,6_dry_to_wet_MERRA2,6_dry_to_wet_JRA-55,6_dry_to_wet_CHIRPS,6_dry_to_wet_GPCC,6_dry_to_wet_REGEN_LongTermStns,6_wet_to_dry_ensemble_mean,6_wet_to_dry_ensemble_1,6_wet_to_dry_ensemble_2,6_wet_to_dry_ensemble_3,6_wet_to_dry_ensemble_4,6_wet_to_dry_ensemble_5,6_wet_to_dry_ERA5,6_wet_to_dry_MERRA2,6_wet_to_dry_JRA-55,6_wet_to_dry_CHIRPS,6_wet_to_dry_GPCC,6_wet_to_dry_REGEN_LongTermStns,7_dry_to_wet_ensemble_mean,7_dry_to_wet_ensemble_1,7_dry_to_wet_ensemble_2,7_dry_to_wet_ensemble_3,7_dry_to_wet_ensemble_4,7_dry_to_wet_ensemble_5,7_dry_to_wet_ERA5,7_dry_to_wet_MERRA2,7_dry_to_wet_JRA-55,7_dry_to_wet_CHIRPS,7_dry_to_wet_GPCC,7_dry_to_wet_REGEN_LongTermStns,7_wet_to_dry_ensemble_mean,7_wet_to_dry_ensemble_1,7_wet_to_dry_ensemble_2,7_wet_to_dry_ensemble_3,7_wet_to_dry_ensemble_4,7_wet_to_dry_ensemble_5,7_wet_to_dry_ERA5,7_wet_to_dry_MERRA2,7_wet_to_dry_JRA-55,7_wet_to_dry_CHIRPS,7_wet_to_dry_GPCC,7_wet_to_dry_REGEN_LongTermStns
1921,0.41395624412902615,0.41126271650647456,0.4316528879657533,0.40895029862953675,0.3809869913753597,0.4369283261680067,,,,,,,0.4131767303774559,0.41510466418488606,0.4625808759170303,0.4129178889125573,0.3836559168127342,0.39162430606007104,,,,,,,0.37477882405464474,0.36747165894569256,0.39190388171931795,0.3816946890178248,0.3353764517822557,0.397447438808133,,,,,,,0.38033161405091115,0.3895484446735333,0.4274380043472154,0.3845597047416177,0.3440932405762116,0.35601867591597774,,,,,,,0.35304018949311955,0.34200634154069726,0.37448688964671073,0.35586757975281175,0.31257570271664337,0.3802644338087345,,,,,,,0.3577981985393805,0.37698001686265387,0.4058970609462669,0.3471829689676709,0.3332190970393752,0.3257118488809364,,,,,,,0.32956882202437937,0.3132380073143162,0.34630856174204666,0.3339796099029291,0.2979445936674772,0.3563733374951276,,,,,,,0.3368684251392633,0.35933460852555865,0.384152958629643,0.3111451333543594,0.313916629285487,0.31579279590126763,,,,,,,0.31190422260656614,0.29324359813776224,0.33523129580129685,0.3057586062154773,0.2872353201192053,0.33805229275908827,,,,,,,0.3133198417924638,0.3193044747153418,0.37423723773248335,0.2850108740154891,0.2974407192987529,0.29060590320025154,,,,,,
1922,0.41359493768143746,0.3957011379044905,0.4357756758290523,0.4524607707089754,0.4109697752101971,0.3730673287544715,,,,,,,0.405644843212013,0.354369841591615,0.42839288993093955,0.45925846221032174,0.42605311419411157,0.36014990813307635,,,,,,,0.3908032101192598,0.37644448489026,0.40967746743342676,0.43791184973333175,0.38193613202818666,0.34804611651109374,,,,,,,0.3758586130781466,0.32864670098431664,0.37906453554021263,0.4214728973260274,0.40591090225177373,0.344198029288402,,,,,,,0.36226491327065524,0.34219645294266765,0.38735872373387237,0.39768721358378817,0.3551863023985764,0.3288958736943717,,,,,,,0.34898951356750735,0.30963827450161685,0.3540821931331696,0.3806311036471056,0.3813256736461248,0.3192703229095192,,,,,,,0.34008874143145795,0.3258683173133887,0.3673346190884612,0.36627054215351873,0.3359622618543452,0.3050079667475752,,,,,,,0.32496263194113895,0.28843782775040067,0.3313331035803683,0.3508027572811323,0.34866818457646875,0.3055712865173245,,,,,,,0.31300442363611547,0.30452525934603486,0.3376810558064071,0.31855614148172745,0.31964249748075896,0.28461716406564846,,,,,,,0.2972179222135088,0.2702530953866754,0.2916270067514157,0.30236946126415676,0.32111977282362764,0.3007202748416679,,,,,,
1923,0.3682258652308127,0.39104267454494823,0.38476019342986545,0.33250716144900133,0.4285422076914,0.3042770890388485,,,,,,,0.39339608082114863,0.41356063941086124,0.4285954325608308,0.3533778582313448,0.38555199838262305,0.38589447552008316,,,,,,,0.3454815158668709,0.37305884095991726,0.3591817469280252,0.33002713903415365,0.39517858547869383,0.2699612669335653,,,,,,,0.36854040046482556,0.39935212392126235,0.39292175820098324,0.35459773190397226,0.3569260878397387,0.33890430045817077,,,,,,,0.32398052396679,0.35340189240492637,0.33653122435185623,0.3269394438919775,0.345576254158818,0.25745380502637233,,,,,,,0.3394783219764696,0.372378529869386,0.3467002845828732,0.34311083426251104,0.3296842754632697,0.3055176857043075,,,,,,,0.3122396059991649,0.3370777588304768,0.3353252409885056,0.3272475929514957,0.3079547298900856,0.2535927073352609,,,,,,,0.3195750996138659,0.3512363734755617,0.3225694403610806,0.32830767282728507,0.3122245881511007,0.28353742325430076,,,,,,,0.29401212123207754,0.3142635834482017,0.3342280816775584,0.30584785925127794,0.26899267358418355,0.24672840819916603,,,,,,,0.29696411238829284,0.3118901022083583,0.3063973307028375,0.320790208086318,0.28421982298661264,0.2615230979573373,,,,,,
1924,0.428215643951318,0.4033338773148431,0.4607303375032343,0.4312020697291405,0.4413979155459908,0.4044140196633811,,,,,,,0.4336195018962402,0.4012027247248866,0.4787157501928252,0.4554480857135692,0.4731778557045933,0.3595530931453263,,,,,,,0.3914188917414169,0.3738247565535601,0.42552252579945093,0.4089196776603367,0.4196682664559259,0.3291592322378111,,,,,,,0.3960933839161635,0.3917613346814775,0.40788519272377916,0.41624411766069963,0.4423958817389882,0.32218039277587346,,,,,,,0.3529582730691147,0.33510902710006074,0.3872844019308371,0.37343132525886064,0.39516257414998696,0.27380403690582755,,,,,,,0.3660766146573008,0.3564632942074578,0.37931010399891435,0.38452610661680103,0.4241684431055576,0.28591512535777325,,,,,,,0.32874567584929293,0.30637336412989874,0.36605522511350547,0.3488617068379163,0.3650726004870616,0.2573654826780824,,,,,,,0.33844196736223925,0.3165764894941263,0.34605296490570575,0.35820982561407705,0.39302009957696193,0.2783504572203239,,,,,,,0.3036843155249324,0.2934740384974375,0.3276549720079981,0.32034937688871123,0.3454524313876051,0.23149075884291015,,,,,,,0.31493274773774727,0.29215190008205993,0.33688423574017223,0.33065139101452584,0.35948945285982103,0.2554867589921579,,,,,,
1925,0.4178243829358474,0.3113362116343462,0.4965638481447348,0.4383096927449752,0.45281703188301164,0.39009513027217035,,,,,,,0.43851177588480716,0.32857948166903705,0.5247578455983811,0.4298897242489776,0.5283145996014222,0.38101722830621704,,,,,,,0.3865759350108002,0.282530969264504,0.45987861407607394,0.44858680897466885,0.41501932924169505,0.3268639534970594,,,,,,,0.39905641511197865,0.30289462825828256,0.4631959034960938,0.42299518851355433,0.47961153618286,0.32658481910910275,,,,,,,0.3602914716128922,0.2676802575488811,0.42288013420515563,0.4375430395693429,0.37279645287736285,0.3005574738637178,,,,,,,0.3661083752204348,0.27386282803097434,0.4268018754739639,0.40303871073907016,0.43069639921522485,0.2961420626429411,,,,,,,0.3381615259294033,0.25573044209356177,0.40019864526523286,0.4112823577345279,0.3462841519118751,0.27731203264181936,,,,,,,0.34254243158808534,0.27029915367729196,0.3983975304914102,0.3729566358068735,0.394929661237697,0.27612917672715354,,,,,,,0.3202308178170664,0.2461375970063525,0.3752421503137123,0.38751049375567087,0.3358167866059306,0.25644706140366524,,,,,,,0.32427970746844087,0.2637095776801937,0.37896289832152663,0.35468980792575294,0.36397496198267315,0.26006129143205764,,,,,,
1926,0.41015654066185336,0.3982846277635713,0.4381319836237421,0.359261073086216,0.4629811093902676,0.3921239094454706,,,,,,,0.39891558177598035,0.37142333673590605,0.3856339764492562,0.3823047509803033,0.43231718062284774,0.42289866409158844,,,,,,,0.37770323388364935,0.36262307430693874,0.40467895206056914,0.30231718841984867,0.45568185287393437,0.3632151017569557,,,,,,,0.3625755952438883,0.34127944561406726,0.3515012218988948,0.3299590474807784,0.4067033992665392,0.383434861959162,,,,,,,0.34754131989841197,0.3290598962290802,0.39076072641359477,0.27585619373148457,0.43541409376981505,0.30661568934808503,,,,,,,0.32861335234590316,0.30586229303736906,0.32411398325252366,0.28567854553154187,0.4002480094025642,0.3271639305055166,,,,,,,0.3202385843932143,0.29858039248756213,0.35369622156118347,0.26254739500173724,0.3999667216250288,0.28640219129055994,,,,,,,0.30416572831909433,0.287832994053598,0.2954422709445433,0.25766963427882383,0.37604155213051743,0.303842190187989,,,,,,,0.2999312071239524,0.28279128355687205,0.3154292142875977,0.25619647936280016,0.3754738412811604,0.26976521713133167,,,,,,,0.2847998174350261,0.26396571742795255,0.26787957936236884,0.2574129559613023,0.35018752835900796,0.28455330606449913,,,,,,
1927,0.40410208203224435,0.40736697945389666,0.44851949643474187,0.40234530605706365,0.3792328455559564,0.38304578265956435,,,,,,,0.4002626227131339,0.41656263578805197,0.44192256089234444,0.40284681448819937,0.38699867657794584,0.35298242581912814,,,,,,,0.36080257214851036,0.36557095924096245,0.38945930775505194,0.3564543759724499,0.35360285537267905,0.3389253624014085,,,,,,,0.3588209573316333,0.3757725520992641,0.40120966257277746,0.3545853954972927,0.3529040398089644,0.3096331366798682,,,,,,,0.3388892966351329,0.33389854387751755,0.3770481933131004,0.32949090965023337,0.3160823749833198,0.3379264613514936,,,,,,,0.3363819243290899,0.3494089862049149,0.3797722863818407,0.31554200285620304,0.3368290821244708,0.3003572640780198,,,,,,,0.30975810404578674,0.2999883643332006,0.34413330798875874,0.30159256697835035,0.2919415667194264,0.31113471420919786,,,,,,,0.3120623724958061,0.31051854282213387,0.356105545363804,0.28427886817231024,0.32200948490644915,0.2873994212143328,,,,,,,0.2906653662634144,0.2603238028628314,0.31806400696257403,0.2794773098456463,0.29396191347269474,0.301499798173325,,,,,,,0.29288023191041485,0.2896710417112159,0.3281098870518109,0.26714988972907877,0.30084487551257155,0.27862546554739726,,,,,,
1928,0.40164887997406035,0.38695186023001066,0.39534702224603685,0.4001423557747879,0.4185062895930449,0.407296872026421,,,,,,,0.39605366120394525,0.39663773267806723,0.3761200011003458,0.4091236959976806,0.4262983583286276,0.3720885179150058,,,,,,,0.3717456294161278,0.348916263754889,0.36670674648659,0.36896888845377285,0.3913454873318622,0.38279076105352605,,,,,,,0.3569290979648623,0.35776691684857115,0.3310317119793346,0.38502100944240336,0.374543251737238,0.33628259981676306,,,,,,,0.3377640345106116,0.3155158991308082,0.32993322742196096,0.3245778244701442,0.35313292166401306,0.36566029986613074,,,,,,,0.3286066260307076,0.3169516393764722,0.32437818143897074,0.3523870972390732,0.34384587006375567,0.30547034203526685,,,,,,,0.3086795510836116,0.275553178089563,0.30395113065169205,0.2968666636413358,0.31928994557731716,0.34773683745815004,,,,,,,0.3082674650802873,0.2930135957977476,0.32706196621071076,0.3256614591039104,0.3234654209167856,0.2721348833722819,,,,,,,0.29215182411129237,0.260161647189472,0.288498545514877,0.27516119259501903,0.3071802431431967,0.3297574921138966,,,,,,,0.2918900151031065,0.27540091304145603,0.3159779584925445,0.3052230325283507,0.3085869568290268,0.2542612146241549,,,,,,
1929,0.4117625552743913,0.42791737602498675,0.4400617661321114,0.35482675705695577,0.4168158105499562,0.419191066607947,,,,,,,0.41005844573795586,0.4265642778137576,0.4193934353844336,0.36779182099475033,0.4119342624896931,0.42460843200714343,,,,,,,0.38197830876769945,0.39431681862839946,0.4047174780025561,0.3535757545751183,0.37638298936365217,0.3808985032687714,,,,,,,0.37754770658250514,0.38133178487299385,0.37697010739114467,0.3545243939901247,0.38664905649865644,0.3882631901596061,,,,,,,0.35470609878389325,0.37100038351554526,0.3584004677602534,0.35033253843031786,0.35210566469679827,0.34169143951655223,,,,,,,0.35197180304647946,0.3547806552170791,0.3416936898005211,0.31764261514766823,0.3749901433999662,0.3707519116671619,,,,,,,0.3301083965555038,0.3305770241510649,0.3344136495892291,0.34102923943658475,0.32705938720970673,0.31746268239093345,,,,,,,0.325148886558321,0.32677690829147943,0.3252999315057663,0.2963709225926615,0.3423527758107672,0.3349438945909304,,,,,,,0.30734425696372164,0.2976968113428354,0.32725676255495295,0.3208770241861195,0.30338904391052934,0.2875016428241711,,,,,,,0.3053673739096644,0.30846730636495645,0.3137388958626245,0.29141291239554723,0.311640824195201,0.30157693072999275,,,,,,
1930,0.41901918319581777,0.4275404148802904,0.4359447041964222,0.3739431308327559,0.46651346543297995,0.391154200636639,,,,,,,0.4123245961974856,0.44053667854394224,0.44924299867515605,0.3586311140152062,0.43327401264955306,0.37993817710356914,,,,,,,0.38256913732558556,0.40233711859117305,0.3914382054634731,0.3622412506253369,0.41505681670674405,0.3417722952412007,,,,,,,0.39110509384734193,0.40356729346167125,0.42516703649049753,0.36183624738913134,0.41790457768301525,0.34705031421239374,,,,,,,0.3567453691286027,0.3745407370620456,0.3784076748648701,0.3576489652928857,0.37790720028467023,0.295222268138542,,,,,,,0.35610881576356623,0.3547757169786482,0.3965428067014729,0.3496898861789392,0.3660827776800433,0.31345289127872733,,,,,,,0.3343235314673759,0.34444607062406196,0.36819918095547266,0.35136267445076724,0.3494571766480764,0.2581525546585014,,,,,,,0.33043085129695987,0.3155470054669411,0.3732206419602116,0.3373710851039277,0.34281435742951094,0.28320116652420724,,,,,,,0.32163976018886753,0.32325667748799874,0.3675681222905789,0.3426185955555122,0.32845602032712673,0.24629938528312095,,,,,,,0.3092957187309213,0.29596321161255645,0.3554483922756609,0.3101190156388079,0.31751959359515475,0.26742838053242673,,,,,,
